Key,Parent key,Code,Title
101004,100990,22101514,Dredgers
101006,100990,22101516,Ditchers
101008,100989,22101600,Paving equipment
101015,100989,22101700,Heavy equipment components
101020,101,23000000,Industrial Manufacturing and Processing Machinery and Accessories
101021,101020,23100000,Raw materials processing machinery
101022,101021,23101500,Machinery for working wood and stone and ceramic and the like
101023,101022,23101501,Coping machines
101035,101022,23101513,Milling machines
101038,101020,23110000,Petroleum processing machinery
101054,101020,23120000,Textile and fabric machinery and accessories
101055,101054,23121500,Textile processing machinery and accessories
101056,101055,23121501,Embroidery making machines
101066,101054,23121600,Textile working machinery and equipment and accessories
101080,101066,23121614,Sewing machines
101082,101020,23130000,Lapidary machinery and equipment
101083,101082,23131500,Grinding and sanding and polishing equipment and supplies
101084,101083,23131501,Abrasive compounds
101086,101083,23131503,Grinding wheels
101096,101082,23131600,Faceting equipment and accessories
101101,101082,23131700,Cabbing equipment
101106,101020,23140000,Leatherworking repairing machinery and equipment
101109,101106,23141600,Leather preparing machinery and accessories
101110,101109,23141601,Leather fleshing machines
101115,101106,23141700,Leather working and repairing machinery and accessories
101120,101020,23150000,Industrial process machinery and equipment and supplies
101121,101120,23151500,Rubber and plastic processing machinery and equipment and supplies
101131,101120,23151600,Cement and ceramics and glass industry machinery and equipment and supplies
101140,101120,23151700,Optical industry machinery and equipment and supplies
101146,101120,23151800,Pharmaceutical industry machinery and equipment and supplies
101162,101120,23151900,Paper making and paper processing machinery and equipment and supplies
101169,101020,23160000,Foundry machines and equipment and supplies
101170,101169,23161500,Foundry machines and equipment
101171,101170,23161501,Foundry blowers
101186,101169,23161600,Foundry supplies
101208,144683,23271812,Welding rod
101238,101020,23180000,Industrial food and beverage equipment
101239,101238,23181500,Food preparation machinery
101240,101239,23181501,Filling machinery
101241,101239,23181502,Milling machinery
101246,101239,23181507,Crushing machinery
101249,101238,23181600,Food cutting machinery
101250,101249,23181601,Dicing machinery
101256,101238,23181700,Food cooking and smoking machinery
101261,101238,23181800,Industrial beverage processing machinery
101264,101,24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
101265,101264,24100000,Material handling machinery and equipment
101266,101265,24101500,Industrial trucks
101267,101266,24101501,Carts
101268,101266,24101502,Bulk transporters
101269,101266,24101503,Dollies
101270,101266,24101504,Hand trucks or accessories
101271,101266,24101505,Pallet trucks
101272,101266,24101506,Pushcarts
101273,101266,24101507,Wheelbarrows
101274,101265,24101600,Lifting equipment and accessories
101275,101274,24101601,Elevators
101276,101274,24101602,Hoists
101277,101274,24101603,Forklifts
101278,101274,24101604,Lifts
101279,101274,24101605,Loading equipment
101280,101274,24101606,Stackers
101282,101274,24101608,Winches
101283,101265,24101700,Conveyors and accessories
101289,101283,24101706,Trolleys or accessories
101296,101265,24101800,Dock equipment
101305,101265,24101900,Drum handling equipment
101310,101265,24102000,Shelving and storage
101313,101323,24112700,Pallets
101316,101265,24102100,Warehousing equipment and supplies
101317,101316,24102101,Cargo handling equipment
101318,101316,24102102,Warehouse carousels
101319,101316,24102103,Warehouse casers
101320,101316,24102104,Depalletizers
101321,101316,24102105,Palletizers
101322,101316,24102106,Industrial shrink wrap equipment
101323,101264,24110000,Containers and storage
101324,101323,24111500,Bags
101325,101324,24111501,Canvas bags
101326,101324,24111502,Paper bags
101327,101324,24111503,Plastic bags
101334,101323,24112500,Corrugated and other supplies for distribution
101342,101323,24111800,Tanks and cylinders and their accessories
101343,101342,24111801,Reservoirs
101344,101342,24111802,Air or gas tanks or cylinders
101345,101342,24111803,Storage tanks
101346,101342,24111804,Calibrating tanks
101347,101342,24111805,Chemical tanks
101348,101342,24111806,Dip tanks
101349,101342,24111807,Expansion tanks
101350,101342,24111808,Fuel storage tanks
101351,101342,24111809,Processing tanks
101352,101342,24111810,Water storage tanks
101355,101323,24112000,Bins and baskets
101358,101323,24112100,Casks and barrels and drums
101359,101358,24112101,Casks
101366,101323,24112200,Cans and pails
101370,101377,24122000,Bottles
101372,101370,24122002,Plastic bottles
101373,101370,24122003,Glass bottles
101374,101323,24112400,Storage chests and cabinets and trunks
101375,101374,24112401,Tool chest or cabinet
101376,101374,24112402,Hazardous materials cabinets
101377,101264,24120000,Packaging materials
101378,101377,24121500,Packaging boxes and bags and pouches
101380,101378,24121502,Packaging pouches or bags
101383,107523,24141501,Stretch wrap films
101386,107522,24141600,Cushioning supplies
101394,101377,24121800,Packaging cans
101404,101264,24130000,Industrial refrigeration
101405,101404,24131500,Industrial refrigerators
101406,101405,24131501,Combined refrigerator freezers
101407,101405,24131502,Liquid nitrogen refrigerators
101408,101405,24131503,Walk in refrigerators
101409,101405,24131504,Refrigerated containers
101410,101405,24131505,Refrigerated vessels
101411,101405,24131506,Refrigerated tanks
101412,101404,24131600,Industrial freezers
101413,101412,24131601,Chest freezers
101414,101412,24131602,Upright cabinet freezer
101415,101412,24131603,Low temperature freezers
101416,101412,24131604,Freeze drying equipment
101417,101412,24131605,Walk in freezers
101425,101404,24131900,Ice makers
101428,103,25000000,Commercial and Military and Private Vehicles and their Accessories and Components
101429,101428,25100000,Motor vehicles
101430,101429,25101500,Passenger motor vehicles
101431,101430,25101501,Minibuses
101432,101430,25101502,Busses
101433,101430,25101503,Automobiles or cars
101434,101430,25101504,Station wagons
101435,101430,25101505,Minivans or vans
101436,101430,25101506,Limousines
101437,101430,25101507,Light trucks or sport utility vehicles
101438,101429,25101600,Product and material transport vehicles
101439,101438,25101601,Dump trucks
101440,101438,25101602,Tow trucks
101442,101438,25101604,Delivery trucks
101447,101438,25101609,Sludge or sewage handling trucks
101448,101429,25101700,Safety and rescue vehicles
101450,101448,25101702,Police vehicles
101451,101448,25101703,Ambulances
101452,101429,25101800,Motorized cycles
101453,101452,25101801,Motorcycles
101454,101452,25101802,Scooters
101455,101452,25101803,Mopeds
101456,101429,25101900,Specialized and recreational vehicles
101457,101456,25101901,Agricultural tractors
101458,101456,25101902,Motor homes
101459,101456,25101903,Snowmobiles or snow scooter
101460,101456,25101904,Golf carts
101461,101429,25102000,War vehicles
101462,101461,25102001,Tanks
101463,101461,25102002,Armored fighting vehicles
101464,101461,25102003,Self propelled artillery
101465,101428,25110000,Marine transport
101466,101465,25111500,Commercial marine craft
101467,101466,25111501,Trawlers
101468,101466,25111502,Fishing boats
101469,101466,25111503,Cargo or container ships
101470,101466,25111504,Dredging craft
101471,101466,25111505,Tankers
101472,101466,25111506,Tug boats
101473,101466,25111507,Barges
101474,101466,25111508,Passenger or automobile ferries
101475,101466,25111509,Cruise ships
101476,101466,25111510,Salvage ships
101477,101465,25111600,Safety and rescue water craft
101478,101477,25111601,Lifeboats or liferafts
101479,101477,25111602,Fire fighting watercraft
101480,101477,25111603,Rescue ships or boats
101481,101465,25111700,Military watercraft
101503,101465,25111800,Recreational watercraft
101504,101503,25111801,Recreational sailboats
101505,101503,25111802,Recreational motorboats
101506,101503,25111803,Recreational rowboats
101507,101503,25111804,Canoes or kayaks
101508,101503,25111805,Personal motorized watercraft
101509,101503,25111806,Rafts
101510,101428,25120000,Railway and tramway machinery and equipment
101511,101510,25121500,Locomotives and electric trolleys
101512,101511,25121501,Diesel freight locomotives
101525,101428,25130000,Aircraft
101526,101525,25131500,Powered fixed wing aircraft
101530,101526,25131504,Commercial passenger propeller aircraft
101531,101526,25131505,Cargo jet aircraft
101532,101526,25131506,Commercial passenger jet aircraft
101533,101526,25131507,Private or business propeller aircraft
101534,101526,25131508,Private or business jet aircraft
101535,101525,25131600,Civilian and commercial rotary wing aircraft
101536,101535,25131601,Passenger transport helicopters
101537,101535,25131602,Cargo transport helicopters
101539,101535,25131604,Medical or rescue helicopters
101540,101525,25131700,Military fixed wing aircraft
101545,101540,25131705,Target or reconnaissance drones
101547,101540,25131707,Reconnaissance or surveillance aircraft
101549,101540,25131709,Military transport aircraft
101550,101525,25131800,Specialty aircraft
101552,101525,25131900,Military rotary wing aircraft
101553,101552,25131902,Military transport helicopters
101600,110726,25201702,Flight data recorders
101606,110726,25201701,Aircraft communication systems
101611,110734,25201901,Aircraft fire control or extinguishing systems
101616,110733,25201801,Flight computer systems
101617,107553,25191500,Air transportation support systems and equipment
101618,101617,25191501,Ground support training systems
101619,101617,25191502,Ground support test or maintenance systems
101620,101617,25191503,Integrated maintenance information systems
101622,101617,25191504,Aircraft flight simulators or trainers
101623,101617,25191505,Aircraft cargo handling equipment
101624,101617,25191506,Aircraft refueling equipment
101625,101617,25191507,Aircraft deicing equipment
101626,101617,25191508,Jetways
101627,101617,25191509,Aircraft pushback or tow tractors
101628,101617,25191510,Ground power units for aircraft
101629,101617,25191511,Lavatory service equipment for aircraft
101630,101617,25191512,Airstairs or stair trucks
101631,101428,25150000,Spacecraft
101645,101631,25151700,Satellites
101646,101645,25151701,Communication satellites
101655,101428,25160000,Non motorized cycles
101656,101655,25161500,Pedal powered vehicles
101661,101656,25161505,Mountain bicycles
101662,101656,25161506,Racing bicycles
101663,101656,25161507,Bicycles
101666,101428,25170000,Transportation components and systems
101667,101666,25171500,Windshield wipers
101672,101666,25171600,Defrosting and defogging systems
101676,101666,25171700,Braking systems and components
101678,101676,25171702,Automotive braking systems
101680,107544,25181600,Automotive chassis
101681,101680,25181601,Automobile chassis
101684,101666,25171900,Wheels and wheel trims
101685,101684,25171901,Automobile rims or wheels
101689,101666,25172000,Suspension system components
101695,101666,25172100,Vehicle safety and security systems and components
101697,110747,25202301,Aircraft lapbelts
101700,101666,25172200,Vehicle doors
101705,101666,25172300,Vehicle windows and windshields
101710,101666,25172400,Fuel tanks and systems
101714,101666,25172500,Tires and tire tubes
101716,101714,25172502,Automobile tire tubes
101717,101714,25172503,Heavy truck tires
101718,101714,25172504,Automobile or light truck tires
101719,101666,25172600,Vehicle trim and exterior covering
101722,101666,25172700,Environmental control systems
101726,101666,25172800,Hydraulic systems and components
101730,101666,25172900,Exterior vehicle lighting
101735,101666,25173000,Interior vehicle lighting
101741,101,26000000,Power Generation and Distribution Machinery and Accessories
101742,101741,26100000,Power sources
101743,101742,26101500,Engines
101744,101743,26101501,Hydraulic engines
101745,101743,26101502,Pneumatic engines
101746,101743,26101503,Gas engines
101747,101743,26101504,Diesel engines
101748,101743,26101505,Steam engines
101749,101743,26101506,Turbine engines
101750,101743,26101507,Turbofan engines
101751,101743,26101508,Thermal engines
101752,101743,26101509,Hydroelectric engines
101754,101743,26101511,Hydraulic turbine engines
101755,101742,26101300,Non electric motors
101757,101742,26101100,Electric alternating current AC motors
101758,101742,26101200,Electric direct current DC motors
101768,101741,26110000,Batteries and generators and kinetic power transmission
101769,101768,26111500,Kinetic power transmission
101776,101768,26111900,Clutches
101783,101768,26111600,Power generators
101784,101783,26111601,Diesel generators
101785,101783,26111602,Hydro electric generators
101786,101783,26111603,Wind generators
101787,101783,26111604,Gas generators
101788,101783,26111605,Thermal generators
101789,101783,26111606,Hydraulic generators
101790,101783,26111607,Solar generators
101791,101768,26111700,Batteries and cells and accessories
101792,101791,26111701,Rechargeable batteries
101793,101791,26111702,Alkaline batteries
101794,101791,26111703,Vehicle batteries
101795,101791,26111704,Battery chargers
101796,101791,26111705,Dry cell batteries
101797,101791,26111706,Electronic batteries
101798,101791,26111707,Lead acid batteries
101799,101791,26111708,Nickel iron batteries
101800,101791,26111709,Nickel cadmium batteries
101801,101791,26111710,Product specific battery packs
101802,101791,26111711,Lithium batteries
101803,101741,26120000,Electrical wire and cable and harness
101804,101803,26121500,Electrical wire
101820,101842,26121609,Network cable
101842,101803,26121600,Electrical cable and accessories
101843,101803,26121700,Wiring harness
101844,101741,26130000,Power generation
101845,101844,26131500,Power plants
101846,101845,26131501,Diesel power plants
101847,101845,26131502,Geothermal power plants
101848,101845,26131503,Hydro power plants
101849,101845,26131504,Gas power plants
101850,101845,26131505,Marine power plants
101851,101845,26131506,Petrol power plants
101852,101845,26131507,Solar power plants
101853,101845,26131508,Steam power plants
101854,101845,26131509,Wind power plants
101855,101845,26131510,Thermal power plants
101856,101741,26140000,Atomic and nuclear energy machinery and equipment
101883,101856,26141600,Subcritical assembly equipment
101887,101856,26141700,Dosimetry equipment
101892,101856,26141800,Hot cell devices
101903,101856,26141900,Industrial nucleonic instruments
101914,101856,26142000,Irradiation equipment
101922,101856,26142100,Nuclear reactor equipment
101944,101856,26142200,Nuclear fuel equipment
101947,101856,26142300,Radiation shielding equipment
101949,101947,26142302,Lead screens
101960,101856,26142400,Radioactive waste equipment
101967,101960,26142407,Radioactive waste disposal systems
101969,101,27000000,Tools and General Machinery
101971,101969,27110000,Hand tools
101983,107569,27111701,Screwdrivers
101985,107575,27111801,Tape measures
101990,107569,27111704,Sockets
102004,107562,27111509,Augers
102012,107562,27111504,Pocket knives
102015,107585,27112004,Shovels
102028,101971,27112700,Power tools
102040,102028,27112712,Power trimmers
102043,101971,27112800,Tool attachments and accessories
102047,102,30000000,Structures and Building and Construction and Manufacturing Components and Supplies
102048,102047,30100000,Structural components and basic shapes
102049,102048,30101500,Angles
102084,102048,30101700,Beams
102103,102048,30101800,Channels
102139,102048,30102000,Foil
102155,103484,40170000,Pipe piping and pipe fittings
102173,102048,30102200,Plate
102193,102048,30102300,Profiles
102199,102193,30102306,Aluminum profiles
102210,102048,30102400,Rod
102286,102048,30102800,Piling
102290,102048,30102900,Post
102297,102048,30103100,Rails
102301,102048,30103200,Grating
102335,102048,30103500,Honeycomb core
102351,102048,30103600,Structural products
102359,102047,30110000,Concrete and cement and plaster
102360,102359,30111500,Concrete and mortars
102361,102360,30111501,Foamed concrete
102362,102360,30111502,Conductive concrete
102363,102360,30111503,Insulating concrete
102364,102360,30111504,Mortars
102365,102359,30111600,Cement and lime
102366,102365,30111601,Cement
102367,102365,30111602,Chlorinated lime
